Sl.no     |Class          |Prior          |Word           |log(Probablity) 
18865     |pos            |0.5            |agency         |-11.013181957089607 
18866     |pos            |0.5            |multitude      |-11.300864029541389 
18867     |pos            |0.5            |caused         |-10.607716848981443 
18868     |pos            |0.5            |sweetness      |-10.694728225971073 
18869     |pos            |0.5            |sherlock       |-11.706329137649552 
18870     |pos            |0.5            |agenda         |-10.694728225971073 
18871     |pos            |0.5            |holocaust      |-10.096891225215453 
18872     |pos            |0.5            |damaged        |-11.14671334971413 
18873     |pos            |0.5            |televisions    |-11.14671334971413 
18874     |pos            |0.5            |iconic         |-11.706329137649552 
18875     |pos            |0.5            |minority       |-11.300864029541389 
18876     |pos            |0.5            |shagwell       |-11.483185586335344 
18877     |pos            |0.5            |deceptively    |-11.483185586335344 
18878     |pos            |0.5            |publicity      |-10.895398921433225 
18879     |pos            |0.5            |spree          |-11.706329137649552 
18880     |pos            |0.5            |squadron       |-11.706329137649552 
18881     |pos            |0.5            |you'll         |-8.603987129037304 
18882     |pos            |0.5            |bottom         |-10.001581045411127 
18883     |pos            |0.5            |wisecracking   |-12.399476318209498 
18884     |pos            |0.5            |winslow        |-11.300864029541389 
18885     |pos            |0.5            |travelers      |-11.706329137649552 
18886     |pos            |0.5            |cliched        |-10.001581045411127 
18887     |pos            |0.5            |jocks          |-11.300864029541389 
18888     |pos            |0.5            |factions       |-11.483185586335344 
18889     |pos            |0.5            |collision      |-11.300864029541389 
18890     |pos            |0.5            |close-up       |-11.706329137649552 
18891     |pos            |0.5            |praising       |-11.994011210101334 
18892     |pos            |0.5            |cliches        |-9.796786632765114 
18893     |pos            |0.5            |thugs          |-10.694728225971073 
18894     |pos            |0.5            |excels         |-11.013181957089607 
18895     |pos            |0.5            |delicately     |-11.706329137649552 
18896     |pos            |0.5            |solving        |-11.483185586335344 
18897     |pos            |0.5            |arrival        |-10.096891225215453 
18898     |pos            |0.5            |interact       |-10.607716848981443 
18899     |pos            |0.5            |distractions   |-11.300864029541389 
18900     |pos            |0.5            |laughs         |-8.62671538011486 
18901     |pos            |0.5            |network        |-10.320034776529663 
18902     |pos            |0.5            |jealous        |-10.320034776529663 
18903     |pos            |0.5            |holding        |-10.04810106104602 
18904     |pos            |0.5            |eckhart        |-11.013181957089607 
18905     |pos            |0.5            |nominee        |-11.14671334971413 
18906     |pos            |0.5            |maine          |-11.483185586335344 
18907     |pos            |0.5            |nevada         |-11.14671334971413 
18908     |pos            |0.5            |resources      |-10.790038405775398 
18909     |pos            |0.5            |shameless      |-11.994011210101334 
18910     |pos            |0.5            |sisters        |-10.001581045411127 
18911     |pos            |0.5            |expensive      |-10.259410154713228 
18912     |pos            |0.5            |performance    |-7.005848771857137 
18913     |pos            |0.5            |round          |-10.384573297667234 
18914     |pos            |0.5            |serial         |-9.509104560313334 
18915     |pos            |0.5            |caveman's      |-10.607716848981443 
18916     |pos            |0.5            |comic          |-7.856181535939495 
18917     |pos            |0.5            |sophie         |-11.300864029541389 
18918     |pos            |0.5            |accuracy       |-11.013181957089607 
18919     |pos            |0.5            |batgirl        |-13.092623498769443 
18920     |pos            |0.5            |sorta          |-11.706329137649552 
18921     |pos            |0.5            |overbearing    |-10.453566169154184 
18922     |pos            |0.5            |building       |-9.242475897059386 
18923     |pos            |0.5            |score          |-8.51791252026606 
18924     |pos            |0.5            |quote          |-10.895398921433225 
18925     |pos            |0.5            |warns          |-10.320034776529663 
18926     |pos            |0.5            |improbable     |-11.483185586335344 
18927     |pos            |0.5            |stabbed        |-12.399476318209498 
18928     |pos            |0.5            |terrain        |-11.706329137649552 
18929     |pos            |0.5            |sorts          |-10.148184519603003 
18930     |pos            |0.5            |ran            |-10.607716848981443 
18931     |pos            |0.5            |rap            |-10.453566169154184 
18932     |pos            |0.5            |rat            |-10.527674141307907 
18933     |pos            |0.5            |trashy         |-11.013181957089607 
18934     |pos            |0.5            |raw            |-9.957129282840294 
18935     |pos            |0.5            |1997's         |-11.14671334971413 
18936     |pos            |0.5            |ray            |-9.403744044655507 
18937     |pos            |0.5            |truman         |-8.570834921720403 
18938     |pos            |0.5            |earth's        |-11.706329137649552 
18939     |pos            |0.5            |shaking        |-11.706329137649552 
18940     |pos            |0.5            |authorities    |-10.320034776529663 
18941     |pos            |0.5            |invaders       |-11.300864029541389 
18942     |pos            |0.5            |institute      |-12.399476318209498 
18943     |pos            |0.5            |poster         |-11.14671334971413 
18944     |pos            |0.5            |southern       |-10.259410154713228 
18945     |pos            |0.5            |wars'          |-10.895398921433225 
18946     |pos            |0.5            |ridiculed      |-11.994011210101334 
18947     |pos            |0.5            |slime          |-11.994011210101334 
18948     |pos            |0.5            |posted         |-11.483185586335344 
18949     |pos            |0.5            |dollar         |-10.096891225215453 
18950     |pos            |0.5            |rolling        |-10.320034776529663 
18951     |pos            |0.5            |aspect         |-8.902968756743018 
18952     |pos            |0.5            |targeted       |-12.399476318209498 
18953     |pos            |0.5            |departments    |-11.483185586335344 
18954     |pos            |0.5            |slimy          |-11.013181957089607 
18955     |pos            |0.5            |scott          |-9.242475897059386 
18956     |pos            |0.5            |morris         |-10.453566169154184 
18957     |pos            |0.5            |meyer          |-10.694728225971073 
18958     |pos            |0.5            |pathos         |-11.483185586335344 
18959     |pos            |0.5            |saint          |-10.607716848981443 
18960     |pos            |0.5            |awarded        |-11.300864029541389 
18961     |pos            |0.5            |photo          |-10.527674141307907 
18962     |pos            |0.5            |deneuve        |-13.092623498769443 
18963     |pos            |0.5            |t&a            |-11.706329137649552 
18964     |pos            |0.5            |swing          |-11.483185586335344 
18965     |pos            |0.5            |unrelated      |-11.300864029541389 
18966     |pos            |0.5            |leisurely      |-11.013181957089607 
18967     |pos            |0.5            |desperation    |-10.694728225971073 
18968     |pos            |0.5            |calling        |-10.384573297667234 
18969     |pos            |0.5            |shallow        |-9.509104560313334 
18970     |pos            |0.5            |tourists       |-11.300864029541389 
18971     |pos            |0.5            |routines       |-11.483185586335344 
18972     |pos            |0.5            |jerk           |-10.453566169154184 
18973     |pos            |0.5            |dracula        |-10.384573297667234 
18974     |pos            |0.5            |moved          |-10.04810106104602 
18975     |pos            |0.5            |invents        |-11.706329137649552 
18976     |pos            |0.5            |demise         |-10.694728225971073 
18977     |pos            |0.5            |treehorn       |-11.14671334971413 
18978     |pos            |0.5            |rea            |-10.895398921433225 
18979     |pos            |0.5            |red            |-8.775135385233133 
18980     |pos            |0.5            |rec            |-11.706329137649552 
18981     |pos            |0.5            |transmission   |-11.706329137649552 
18982     |pos            |0.5            |duck           |-11.300864029541389 
18983     |pos            |0.5            |finish         |-10.096891225215453 
18984     |pos            |0.5            |helped         |-9.914569668421498 
18985     |pos            |0.5            |morrow         |-10.895398921433225 
18986     |pos            |0.5            |swift          |-11.994011210101334 
18987     |pos            |0.5            |gifts          |-11.483185586335344 
18988     |pos            |0.5            |escapes        |-10.384573297667234 
18989     |pos            |0.5            |benevolent     |-11.300864029541389 
18990     |pos            |0.5            |commendable    |-10.607716848981443 
18991     |pos            |0.5            |helpless       |-10.895398921433225 
18992     |pos            |0.5            |girlfriends    |-11.300864029541389 
18993     |pos            |0.5            |escaped        |-10.790038405775398 
18994     |pos            |0.5            |mutual         |-11.013181957089607 
18995     |pos            |0.5            |ruins          |-11.14671334971413 
18996     |pos            |0.5            |therefore      |-9.455037339043058 
18997     |pos            |0.5            |exec           |-11.994011210101334 
18998     |pos            |0.5            |smashing       |-11.706329137649552 
18999     |pos            |0.5            |trust          |-9.658636294284298 
19000     |pos            |0.5            |magically      |-11.706329137649552 
19001     |pos            |0.5            |raoul          |-11.994011210101334 
19002     |pos            |0.5            |butterworth    |-11.483185586335344 
19003     |pos            |0.5            |duds           |-11.300864029541389 
19004     |pos            |0.5            |close-ups      |-11.14671334971413 
19005     |pos            |0.5            |prevent        |-10.20225174087328 
19006     |pos            |0.5            |transcends     |-11.013181957089607 
19007     |pos            |0.5            |laser          |-13.092623498769443 
19008     |pos            |0.5            |sorry          |-10.20225174087328 
19009     |pos            |0.5            |ratings        |-10.607716848981443 
19010     |pos            |0.5            |irresponsible  |-11.994011210101334 
19011     |pos            |0.5            |scope          |-11.013181957089607 
19012     |pos            |0.5            |duel           |-11.994011210101334 
19013     |pos            |0.5            |incapable      |-11.14671334971413 
19014     |pos            |0.5            |rating=        |-11.994011210101334 
19015     |pos            |0.5            |half-dozen     |-11.994011210101334 
19016     |pos            |0.5            |ghastly        |-11.483185586335344 
19017     |pos            |0.5            |message        |-8.748818076915759 
19018     |pos            |0.5            |crap           |-10.20225174087328 
19019     |pos            |0.5            |truth          |-8.748818076915759 
19020     |pos            |0.5            |cram           |-11.706329137649552 
19021     |pos            |0.5            |moves          |-8.965489113724352 
19022     |pos            |0.5            |villainous     |-11.300864029541389 
19023     |pos            |0.5            |strikingly     |-11.013181957089607 
19024     |pos            |0.5            |dude           |-9.200803200658816 
19025     |pos            |0.5            |crab           |-11.706329137649552 
19026     |pos            |0.5            |feminist       |-11.300864029541389 
19027     |pos            |0.5            |albeit         |-10.096891225215453 
19028     |pos            |0.5            |shoulders      |-11.013181957089607 
19029     |pos            |0.5            |movie          |-5.554128499355978 
19030     |pos            |0.5            |popcorn        |-10.527674141307907 
19031     |pos            |0.5            |tendency       |-10.895398921433225 
19032     |pos            |0.5            |sant's         |-11.994011210101334 
19033     |pos            |0.5            |caption        |-12.399476318209498 
19034     |pos            |0.5            |rumors         |-10.895398921433225 
19035     |pos            |0.5            |rid            |-10.384573297667234 
19036     |pos            |0.5            |faults         |-10.527674141307907 
19037     |pos            |0.5            |gestures       |-10.895398921433225 
19038     |pos            |0.5            |rubin-vega     |-11.300864029541389 
19039     |pos            |0.5            |rig            |-11.300864029541389 
19040     |pos            |0.5            |disappointment |-10.148184519603003 
19041     |pos            |0.5            |muscles        |-11.994011210101334 
19042     |pos            |0.5            |tacky          |-11.706329137649552 
19043     |pos            |0.5            |decline        |-11.706329137649552 
19044     |pos            |0.5            |rip            |-10.790038405775398 
19045     |pos            |0.5            |cowboys        |-11.14671334971413 
19046     |pos            |0.5            |sorvino        |-10.527674141307907 
19047     |pos            |0.5            |storyteller    |-11.013181957089607 
19048     |pos            |0.5            |guise          |-11.706329137649552 
19049     |pos            |0.5            |hairy          |-11.483185586335344 
19050     |pos            |0.5            |exit           |-11.14671334971413 
19051     |pos            |0.5            |system         |-8.949488772377912 
19052     |pos            |0.5            |likelihood     |-11.994011210101334 
19053     |pos            |0.5            |courtship      |-11.994011210101334 
19054     |pos            |0.5            |desmond        |-11.013181957089607 
19055     |pos            |0.5            |sophistication |-11.706329137649552 
19056     |pos            |0.5            |uncle          |-9.914569668421498 
19057     |pos            |0.5            |retain         |-11.994011210101334 
19058     |pos            |0.5            |crew           |-8.581763992252593 
19059     |pos            |0.5            |imaginable     |-11.483185586335344 
19060     |pos            |0.5            |steadily       |-11.483185586335344 
19061     |pos            |0.5            |firstly        |-11.483185586335344 
19062     |pos            |0.5            |vacation       |-10.453566169154184 
19063     |pos            |0.5            |mcelhone       |-11.483185586335344 
19064     |pos            |0.5            |sacred         |-11.706329137649552 
19065     |pos            |0.5            |outcome        |-10.384573297667234 
19066     |pos            |0.5            |up-and-coming  |-11.483185586335344 
19067     |pos            |0.5            |tender         |-10.453566169154184 
19068     |pos            |0.5            |craving        |-11.706329137649552 
19069     |pos            |0.5            |infected       |-11.706329137649552 
19070     |pos            |0.5            |schindler's    |-9.76041898859424 
19071     |pos            |0.5            |horrors        |-10.607716848981443 
19072     |pos            |0.5            |jews           |-10.20225174087328 
19073     |pos            |0.5            |historian      |-11.483185586335344 
19074     |pos            |0.5            |meantime       |-11.14671334971413 
19075     |pos            |0.5            |boat           |-9.658636294284298 
19076     |pos            |0.5            |tended         |-11.483185586335344 
19077     |pos            |0.5            |future         |-8.264309761467143 
19078     |pos            |0.5            |banter         |-10.790038405775398 
19079     |pos            |0.5            |royal          |-10.320034776529663 
19080     |pos            |0.5            |workings       |-11.013181957089607 
19081     |pos            |0.5            |family's       |-10.790038405775398 
19082     |pos            |0.5            |fledgling      |-11.706329137649552 
19083     |pos            |0.5            |duke           |-10.320034776529663 
19084     |pos            |0.5            |impressed      |-10.148184519603003 
19085     |pos            |0.5            |uptight        |-11.483185586335344 
19086     |pos            |0.5            |body           |-8.37412462747435 
19087     |pos            |0.5            |missouri       |-12.399476318209498 
19088     |pos            |0.5            |felix's        |-11.300864029541389 
19089     |pos            |0.5            |mode           |-11.14671334971413 
19090     |pos            |0.5            |amongst        |-10.384573297667234 
19091     |pos            |0.5            |brains         |-10.607716848981443 
19092     |pos            |0.5            |argento's      |-10.320034776529663 
19093     |pos            |0.5            |lumet          |-12.399476318209498 
19094     |pos            |0.5            |astonishingly  |-10.895398921433225 
19095     |pos            |0.5            |closure        |-10.607716848981443 
19096     |pos            |0.5            |respectability |-13.092623498769443 
19097     |pos            |0.5            |always         |-7.447176601126206 
19098     |pos            |0.5            |tying          |-11.300864029541389 
19099     |pos            |0.5            |conducted      |-11.14671334971413 
19100     |pos            |0.5            |breathes       |-11.706329137649552 
19101     |pos            |0.5            |alas           |-10.694728225971073 
19102     |pos            |0.5            |slips          |-10.453566169154184 
19103     |pos            |0.5            |alan           |-9.242475897059386 
19104     |pos            |0.5            |mock           |-11.483185586335344 
19105     |pos            |0.5            |postal         |-11.013181957089607 
19106     |pos            |0.5            |jumping        |-11.300864029541389 
19107     |pos            |0.5            |outing         |-10.694728225971073 
19108     |pos            |0.5            |hiring         |-11.706329137649552 
19109     |pos            |0.5            |rob            |-9.141379780188016 
19110     |pos            |0.5            |alda           |-10.607716848981443 
19111     |pos            |0.5            |equipped       |-11.483185586335344 
19112     |pos            |0.5            |rod            |-11.14671334971413 
19113     |pos            |0.5            |curtis         |-10.096891225215453 
19114     |pos            |0.5            |dumb           |-9.566262974153283 
19115     |pos            |0.5            |brother's      |-11.14671334971413 
19116     |pos            |0.5            |favour         |-11.14671334971413 
19117     |pos            |0.5            |ron            |-10.20225174087328 
19118     |pos            |0.5            |gloss          |-11.483185586335344 
19119     |pos            |0.5            |modine         |-12.399476318209498 
19120     |pos            |0.5            |hapless        |-10.607716848981443 
19121     |pos            |0.5            |dump           |-11.706329137649552 
19122     |pos            |0.5            |row            |-11.013181957089607 
19123     |pos            |0.5            |70's           |-11.14671334971413 
19124     |pos            |0.5            |roy            |-10.694728225971073 
19125     |pos            |0.5            |snowy          |-11.483185586335344 
19126     |pos            |0.5            |cesar          |-12.399476318209498 
19127     |pos            |0.5            |stoker's       |-11.14671334971413 
19128     |pos            |0.5            |guilt          |-10.320034776529663 
19129     |pos            |0.5            |sucks          |-11.994011210101334 
19130     |pos            |0.5            |blossom        |-11.706329137649552 
19131     |pos            |0.5            |wielding       |-13.092623498769443 
19132     |pos            |0.5            |mamet          |-10.259410154713228 
19133     |pos            |0.5            |crib           |-11.706329137649552 
19134     |pos            |0.5            |unnecessary    |-10.04810106104602 
19135     |pos            |0.5            |brainy         |-11.994011210101334 
19136     |pos            |0.5            |suggested      |-11.706329137649552 
19137     |pos            |0.5            |caring         |-10.001581045411127 
19138     |pos            |0.5            |starring       |-8.887930879378478 
19139     |pos            |0.5            |dull           |-10.001581045411127 
19140     |pos            |0.5            |accurate       |-10.259410154713228 
19141     |pos            |0.5            |paraphrase     |-11.706329137649552 
19142     |pos            |0.5            |legend         |-9.626887595969718 
19143     |pos            |0.5            |grady          |-10.895398921433225 
19144     |pos            |0.5            |drowning       |-11.483185586335344 
19145     |pos            |0.5            |altar          |-11.483185586335344 
19146     |pos            |0.5            |tagged         |-11.483185586335344 
19147     |pos            |0.5            |maggie         |-9.957129282840294 
19148     |pos            |0.5            |standup        |-11.706329137649552 
19149     |pos            |0.5            |english        |-8.829943621728129 
19150     |pos            |0.5            |dead-end       |-11.300864029541389 
19151     |pos            |0.5            |repertoire     |-11.706329137649552 
19152     |pos            |0.5            |poverty        |-11.300864029541389 
19153     |pos            |0.5            |mohr           |-11.14671334971413 
19154     |pos            |0.5            |alec           |-10.148184519603003 
19155     |pos            |0.5            |hosts          |-11.300864029541389 
19156     |pos            |0.5            |dune           |-11.994011210101334 
19157     |pos            |0.5            |shabby         |-11.706329137649552 
19158     |pos            |0.5            |males          |-11.483185586335344 
19159     |pos            |0.5            |man's          |-9.566262974153283 
19160     |pos            |0.5            |mount          |-11.706329137649552 
19161     |pos            |0.5            |hounsou        |-10.607716848981443 
19162     |pos            |0.5            |000            |-9.308433864851182 
19163     |pos            |0.5            |alex           |-9.566262974153283 
19164     |pos            |0.5            |pathetic       |-10.001581045411127 
19165     |pos            |0.5            |007            |-11.013181957089607 
19166     |pos            |0.5            |grade          |-10.607716848981443 
19167     |pos            |0.5            |hoffman's      |-11.483185586335344 
19168     |pos            |0.5            |hodgepodge     |-13.092623498769443 
19169     |pos            |0.5            |alek           |-11.300864029541389 
19170     |pos            |0.5            |truer          |-11.300864029541389 
19171     |pos            |0.5            |corruption     |-10.607716848981443 
19172     |pos            |0.5            |dunn           |-11.994011210101334 
19173     |pos            |0.5            |eddie          |-9.200803200658816 
19174     |pos            |0.5            |curdled        |-10.790038405775398 
19175     |pos            |0.5            |grabs          |-10.607716848981443 
19176     |pos            |0.5            |patricia       |-10.694728225971073 
19177     |pos            |0.5            |inspiring      |-11.300864029541389 
19178     |pos            |0.5            |interminable   |-11.994011210101334 
19179     |pos            |0.5            |blanchett      |-10.607716848981443 
19180     |pos            |0.5            |automobile     |-11.706329137649552 
19181     |pos            |0.5            |mojo           |-11.300864029541389 
19182     |pos            |0.5            |patience       |-10.694728225971073 
19183     |pos            |0.5            |grace          |-9.285961008999124 
19184     |pos            |0.5            |visions        |-10.527674141307907 
19185     |pos            |0.5            |where          |-6.690706302042258 
19186     |pos            |0.5            |kids           |-8.122810199193443 
19187     |pos            |0.5            |forgettable    |-10.607716848981443 
19188     |pos            |0.5            |boy's          |-11.14671334971413 
19189     |pos            |0.5            |vice           |-11.013181957089607 
19190     |pos            |0.5            |complications  |-11.483185586335344 
19191     |pos            |0.5            |thoughtful     |-10.259410154713228 
19192     |pos            |0.5            |noticed        |-10.20225174087328 
19193     |pos            |0.5            |favors         |-11.706329137649552 
19194     |pos            |0.5            |bowen          |-11.483185586335344 
19195     |pos            |0.5            |abraham        |-11.483185586335344 
19196     |pos            |0.5            |notices        |-11.013181957089607 
19197     |pos            |0.5            |kick           |-10.384573297667234 
19198     |pos            |0.5            |ownership      |-11.483185586335344 
19199     |pos            |0.5            |first-rate     |-10.694728225971073 
19200     |pos            |0.5            |rachel         |-10.607716848981443 
19201     |pos            |0.5            |theories       |-11.013181957089607 
19202     |pos            |0.5            |astray         |-11.994011210101334 
19203     |pos            |0.5            |relations      |-11.483185586335344 
19204     |pos            |0.5            |through        |-6.878015400347252 
19205     |pos            |0.5            |strength       |-9.455037339043058 
19206     |pos            |0.5            |rug            |-10.895398921433225 
19207     |pos            |0.5            |dusk           |-11.013181957089607 
19208     |pos            |0.5            |officer        |-9.200803200658816 
19209     |pos            |0.5            |towering       |-11.706329137649552 
19210     |pos            |0.5            |justified      |-11.300864029541389 
19211     |pos            |0.5            |run            |-8.109016877061107 
19212     |pos            |0.5            |imprisoned     |-10.607716848981443 
19213     |pos            |0.5            |bomb           |-10.259410154713228 
19214     |pos            |0.5            |mousy          |-11.706329137649552 
19215     |pos            |0.5            |spacecraft     |-11.706329137649552 
19216     |pos            |0.5            |mouse          |-9.626887595969718 
19217     |pos            |0.5            |view           |-8.710596864095562 
19218     |pos            |0.5            |neighbors      |-10.259410154713228 
19219     |pos            |0.5            |warriors       |-10.694728225971073 
19220     |pos            |0.5            |dust           |-11.013181957089607 
19221     |pos            |0.5            |newest         |-10.320034776529663 
19222     |pos            |0.5            |author's       |-11.483185586335344 
19223     |pos            |0.5            |travelling     |-10.895398921433225 
19224     |pos            |0.5            |`dark          |-11.300864029541389 
19225     |pos            |0.5            |tristar        |-11.300864029541389 
19226     |pos            |0.5            |taboo          |-11.300864029541389 
19227     |pos            |0.5            |holland        |-12.399476318209498 
19228     |pos            |0.5            |footage        |-9.122331585217323 
19229     |pos            |0.5            |flashy         |-10.20225174087328 
19230     |pos            |0.5            |mold           |-11.706329137649552 
19231     |pos            |0.5            |bold           |-10.384573297667234 
19232     |pos            |0.5            |croc           |-11.994011210101334 
19233     |pos            |0.5            |crow           |-10.259410154713228 
19234     |pos            |0.5            |bolt           |-11.994011210101334 
19235     |pos            |0.5            |larry          |-9.122331585217323 
19236     |pos            |0.5            |crop           |-12.399476318209498 
19237     |pos            |0.5            |benefits       |-10.527674141307907 
19238     |pos            |0.5            |mercenary      |-11.300864029541389 
19239     |pos            |0.5            |novelty        |-11.706329137649552 
19240     |pos            |0.5            |mood           |-9.049572230934894 
19241     |pos            |0.5            |reflections    |-11.483185586335344 
19242     |pos            |0.5            |boom           |-11.994011210101334 
19243     |pos            |0.5            |absence        |-10.694728225971073 
19244     |pos            |0.5            |truck          |-10.04810106104602 
19245     |pos            |0.5            |book           |-8.136796441168183 
19246     |pos            |0.5            |generating     |-11.706329137649552 
19247     |pos            |0.5            |terrorizing    |-11.706329137649552 
19248     |pos            |0.5            |kicking        |-11.483185586335344 
19249     |pos            |0.5            |alma           |-11.994011210101334 
19250     |pos            |0.5            |negative       |-10.04810106104602 
19251     |pos            |0.5            |kurtz          |-11.483185586335344 
19252     |pos            |0.5            |ally           |-11.013181957089607 
19253     |pos            |0.5            |boot           |-10.453566169154184 
19254     |pos            |0.5            |screenwriter   |-9.221422487861552 
19255     |pos            |0.5            |lavish         |-11.483185586335344 
19256     |pos            |0.5            |rounders       |-10.001581045411127 
19257     |pos            |0.5            |introduce      |-10.895398921433225 
19258     |pos            |0.5            |mona           |-13.092623498769443 
19259     |pos            |0.5            |lumet's        |-11.483185586335344 
19260     |pos            |0.5            |rodriguez      |-10.895398921433225 
19261     |pos            |0.5            |valentine      |-11.994011210101334 
19262     |pos            |0.5            |bone           |-10.694728225971073 
19263     |pos            |0.5            |saturated      |-11.706329137649552 
19264     |pos            |0.5            |monk           |-11.706329137649552 
19265     |pos            |0.5            |bond           |-8.638276202515936 
19266     |pos            |0.5            |savior         |-12.399476318209498 
19267     |pos            |0.5            |target         |-9.596115937302963 
19268     |pos            |0.5            |tokyo          |-11.994011210101334 
19269     |pos            |0.5            |gunmen         |-12.399476318209498 
19270     |pos            |0.5            |malls          |-11.706329137649552 
19271     |pos            |0.5            |mouth          |-9.403744044655507 
19272     |pos            |0.5            |maguire        |-10.04810106104602 
19273     |pos            |0.5            |restricted     |-11.483185586335344 
19274     |pos            |0.5            |giants         |-12.399476318209498 
19275     |pos            |0.5            |assuming       |-11.300864029541389 
19276     |pos            |0.5            |duty           |-10.694728225971073 
19277     |pos            |0.5            |labyrinth      |-11.706329137649552 
19278     |pos            |0.5            |bont           |-11.706329137649552 
19279     |pos            |0.5            |modeling       |-11.706329137649552 
19280     |pos            |0.5            |collected      |-11.14671334971413 
19281     |pos            |0.5            |experimental   |-11.14671334971413 
19282     |pos            |0.5            |jonathan       |-9.76041898859424 
19283     |pos            |0.5            |jarmusch       |-11.013181957089607 
19284     |pos            |0.5            |anxious        |-11.300864029541389 
19285     |pos            |0.5            |slice          |-11.706329137649552 
19286     |pos            |0.5            |officials      |-11.14671334971413 
19287     |pos            |0.5            |princess       |-9.354953880486075 
19288     |pos            |0.5            |1960s          |-10.259410154713228 
19289     |pos            |0.5            |truly          |-8.172642572941319 
19290     |pos            |0.5            |elevate        |-11.994011210101334 
19291     |pos            |0.5            |slick          |-10.20225174087328 
19292     |pos            |0.5            |admired        |-10.790038405775398 
19293     |pos            |0.5            |generation     |-9.308433864851182 
19294     |pos            |0.5            |images         |-8.761890158483112 
19295     |pos            |0.5            |affections     |-11.300864029541389 
19296     |pos            |0.5            |downtown       |-11.994011210101334 
19297     |pos            |0.5            |trunk          |-11.483185586335344 
19298     |pos            |0.5            |matches        |-10.320034776529663 
19299     |pos            |0.5            |auteur         |-11.013181957089607 
19300     |pos            |0.5            |saving         |-9.285961008999124 
19301     |pos            |0.5            |miraculous     |-11.14671334971413 
19302     |pos            |0.5            |moon           |-10.607716848981443 
19303     |pos            |0.5            |phone          |-9.596115937302963 
19304     |pos            |0.5            |slide          |-11.483185586335344 
19305     |pos            |0.5            |failing        |-11.300864029541389 
19306     |pos            |0.5            |matched        |-11.300864029541389 
19307     |pos            |0.5            |spunky         |-11.013181957089607 
19308     |pos            |0.5            |jungle         |-10.384573297667234 
19309     |pos            |0.5            |participation  |-10.895398921433225 
19310     |pos            |0.5            |damage         |-11.013181957089607 
19311     |pos            |0.5            |boss           |-9.354953880486075 
19312     |pos            |0.5            |pattern        |-10.527674141307907 
19313     |pos            |0.5            |messed         |-11.300864029541389 
19314     |pos            |0.5            |physics        |-12.399476318209498 
19315     |pos            |0.5            |glorious       |-10.694728225971073 
19316     |pos            |0.5            |homosexual     |-10.694728225971073 
19317     |pos            |0.5            |demon          |-10.790038405775398 
19318     |pos            |0.5            |vile           |-11.706329137649552 
19319     |pos            |0.5            |protect        |-10.384573297667234 
19320     |pos            |0.5            |criticized     |-11.14671334971413 
19321     |pos            |0.5            |borrowers      |-11.013181957089607 
19322     |pos            |0.5            |more           |-5.8202251061993975 
19323     |pos            |0.5            |born           |-9.160797866045119 
19324     |pos            |0.5            |borg           |-11.14671334971413 
19325     |pos            |0.5            |freeman        |-10.259410154713228 
19326     |pos            |0.5            |kill           |-8.497503648634854 
19327     |pos            |0.5            |conductor      |-11.013181957089607 
19328     |pos            |0.5            |hyperactive    |-11.300864029541389 
19329     |pos            |0.5            |bore           |-10.895398921433225 
19330     |pos            |0.5            |beautifully    |-9.658636294284298 
19331     |pos            |0.5            |beings         |-10.148184519603003 
19332     |pos            |0.5            |disorder       |-11.013181957089607 
19333     |pos            |0.5            |reluctantly    |-10.384573297667234 
19334     |pos            |0.5            |cruz           |-11.994011210101334 
19335     |pos            |0.5            |accounts       |-11.706329137649552 
19336     |pos            |0.5            |crux           |-11.483185586335344 
19337     |pos            |0.5            |alot           |-11.300864029541389 
19338     |pos            |0.5            |aerosmith      |-12.399476318209498 
19339     |pos            |0.5            |spontaneously  |-11.706329137649552 
19340     |pos            |0.5            |habits         |-11.994011210101334 
19341     |pos            |0.5            |subplot        |-9.691426117107289 
19342     |pos            |0.5            |babysitter     |-13.092623498769443 
19343     |pos            |0.5            |other's        |-11.013181957089607 
19344     |pos            |0.5            |labors         |-11.14671334971413 
19345     |pos            |0.5            |percentage     |-11.483185586335344 
19346     |pos            |0.5            |hamill         |-11.013181957089607 
19347     |pos            |0.5            |ving           |-10.694728225971073 
19348     |pos            |0.5            |hyper          |-11.300864029541389 
19349     |pos            |0.5            |connections    |-10.694728225971073 
19350     |pos            |0.5            |negotiate      |-11.300864029541389 
19351     |pos            |0.5            |furlong        |-11.706329137649552 
19352     |pos            |0.5            |king           |-8.507656020098873 
19353     |pos            |0.5            |timing         |-10.001581045411127 
19354     |pos            |0.5            |kind           |-7.6545441898462485 
19355     |pos            |0.5            |tolan          |-12.399476318209498 
19356     |pos            |0.5            |hyped          |-11.706329137649552 
19357     |pos            |0.5            |dinsmoor       |-11.706329137649552 
19358     |pos            |0.5            |irvin          |-11.14671334971413 
19359     |pos            |0.5            |both           |-6.929308694734803 
19360     |pos            |0.5            |most           |-6.082311631462215 
19361     |pos            |0.5            |moss           |-10.790038405775398 
19362     |pos            |0.5            |nerve          |-11.300864029541389 
19363     |pos            |0.5            |affection      |-9.914569668421498 
19364     |pos            |0.5            |unscrupulous   |-11.483185586335344 
19365     |pos            |0.5            |paulie         |-10.04810106104602 
19366     |pos            |0.5            |affecting      |-10.320034776529663 
19367     |pos            |0.5            |bowl           |-10.895398921433225 
19368     |pos            |0.5            |interactions   |-10.895398921433225 
